Running 15s test @ http://localhost:8080/v0/entity?id=100
  1 threads and 1 connections
  Thread calibration: mean lat.: 1.095ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.10ms  499.29us   2.63ms   62.28%
    Req/Sec     2.10k   172.87     2.67k    65.59%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.09ms
 75.000%    1.47ms
 90.000%    1.80ms
 99.000%    2.11ms
 99.900%    2.23ms
 99.990%    2.35ms
 99.999%    2.63ms
100.000%    2.63ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.071     0.000000            1         1.00
       0.408     0.100000         1003         1.11
       0.631     0.200000         2007         1.25
       0.823     0.300000         3002         1.43
       0.972     0.400000         4002         1.67
       1.093     0.500000         5001         2.00
       1.154     0.550000         5499         2.22
       1.217     0.600000         5998         2.50
       1.280     0.650000         6505         2.86
       1.360     0.700000         6995         3.33
       1.469     0.750000         7494         4.00
       1.519     0.775000         7745         4.44
       1.575     0.800000         7995         5.00
       1.637     0.825000         8246         5.71
       1.693     0.850000         8495         6.67
       1.747     0.875000         8744         8.00
       1.776     0.887500         8871         8.89
       1.804     0.900000         8995        10.00
       1.835     0.912500         9122        11.43
       1.867     0.925000         9246        13.33
       1.902     0.937500         9373        16.00
       1.919     0.943750         9437        17.78
       1.934     0.950000         9494        20.00
       1.953     0.956250         9555        22.86
       1.980     0.962500         9618        26.67
       2.009     0.968750         9683        32.00
       2.021     0.971875         9711        35.56
       2.033     0.975000         9744        40.00
       2.045     0.978125         9774        45.71
       2.063     0.981250         9810        53.33
       2.077     0.984375         9839        64.00
       2.089     0.985938         9857        71.11
       2.097     0.987500         9870        80.00
       2.105     0.989062         9883        91.43
       2.117     0.990625         9901       106.67
       2.129     0.992188         9915       128.00
       2.135     0.992969         9923       142.22
       2.145     0.993750         9933       160.00
       2.151     0.994531         9939       182.86
       2.161     0.995313         9948       213.33
       2.167     0.996094         9956       256.00
       2.169     0.996484         9957       284.44
       2.175     0.996875         9962       320.00
       2.179     0.997266         9965       365.71
       2.185     0.997656         9969       426.67
       2.195     0.998047         9973       512.00
       2.205     0.998242         9975       568.89
       2.209     0.998437         9977       640.00
       2.225     0.998633         9979       731.43
       2.231     0.998828         9982       853.33
       2.235     0.999023         9983      1024.00
       2.237     0.999121         9984      1137.78
       2.243     0.999219         9985      1280.00
       2.247     0.999316         9986      1462.86
       2.259     0.999414         9987      1706.67
       2.263     0.999512         9988      2048.00
       2.263     0.999561         9988      2275.56
       2.281     0.999609         9989      2560.00
       2.281     0.999658         9989      2925.71
       2.293     0.999707         9990      3413.33
       2.293     0.999756         9990      4096.00
       2.293     0.999780         9990      4551.11
       2.351     0.999805         9991      5120.00
       2.351     0.999829         9991      5851.43
       2.351     0.999854         9991      6826.67
       2.351     0.999878         9991      8192.00
       2.351     0.999890         9991      9102.22
       2.635     0.999902         9992     10240.00
       2.635     1.000000         9992          inf
#[Mean    =        1.101, StdDeviation   =        0.499]
#[Max     =        2.634, Total count    =         9992]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------

  Latency Distribution (HdrHistogram - Uncorrected Latency (measured without taking delayed starts into account))
 50.000%  206.00us
 75.000%  242.00us
 90.000%  261.00us
 99.000%  306.00us
 99.900%  381.00us
 99.990%  473.00us
 99.999%    1.39ms
100.000%    1.39ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.031     0.000000            1         1.00
       0.110     0.100000         1023         1.11
       0.136     0.200000         2039         1.25
       0.154     0.300000         3038         1.43
       0.181     0.400000         4019         1.67
       0.206     0.500000         5000         2.00
       0.217     0.550000         5512         2.22
       0.226     0.600000         6023         2.50
       0.231     0.650000         6539         2.86
       0.236     0.700000         7098         3.33
       0.242     0.750000         7505         4.00
       0.245     0.775000         7835         4.44
       0.247     0.800000         8046         5.00
       0.249     0.825000         8252         5.71
       0.252     0.850000         8517         6.67
       0.256     0.875000         8761         8.00
       0.259     0.887500         8913         8.89
       0.261     0.900000         9022        10.00
       0.264     0.912500         9135        11.43
       0.267     0.925000         9251        13.33
       0.270     0.937500         9379        16.00
       0.272     0.943750         9461        17.78
       0.273     0.950000         9496        20.00
       0.275     0.956250         9562        22.86
       0.277     0.962500         9624        26.67
